Level,Date and Time,Source,Event ID,Task Category
Information,15/01/2023 19:25:14,Microsoft-Windows-Kernel-Power,131,(33),"Firmware S3 times. ResumeCount: 13, FullResume: 2439, AverageResume: 2439"
Information,15/01/2023 19:25:14,Microsoft-Windows-Kernel-General,1,(5),"The system time has changed to ‎2023‎-‎01‎-‎15T19:25:14.500000000Z from ‎2023‎-‎01‎-‎15T19:09:03.476322600Z.
Time Delta: 971023 ms

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4).

RTC time: ‎2023‎-‎01‎-‎15T19:25:14.500000000Z
Current time zone bias: 0
RTC time is in UTC: false
System time was based on RTC time: false"
Information,15/01/2023 19:09:03,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,15/01/2023 19:09:02,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: System Idle"
Information,15/01/2023 19:08:55,Microsoft-Windows-Kernel-Power,566,(268),"The system session has transitioned from 82 to 84.

Reason SxTransition 

BootId: 12"
Information,15/01/2023 18:54:34,Microsoft-Windows-Kernel-Power,566,(268),"The system session has transitioned from 81 to 82.

Reason SessionUnlock 

BootId: 12"
Information,15/01/2023 18:53:37,e2fexpress,32,None,"The description for Event ID 32 from source e2fexpress cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Intel(R) Ethernet Controller (3) I225-V

The message resource is present but the message was not found in the message table
"
Information,15/01/2023 18:53:35,Microsoft-Windows-Power-Troubleshooter,1,None,"The system has returned from a low power state.

Sleep Time: ‎2023‎-‎01‎-‎15T18:44:52.054299000Z
Wake Time: ‎2023‎-‎01‎-‎15T18:53:34.357567000Z

Wake Source: Device -USB Composite Device"
Warning,15/01/2023 18:53:34,e2fexpress,27,None,"The description for Event ID 27 from source e2fexpress cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Intel(R) Ethernet Controller (3) I225-V

The message resource is present but the message was not found in the message table
"
Information,15/01/2023 18:53:34,Microsoft-Windows-Kernel-Power,566,(268),"The system session has transitioned from 79 to 81.

Reason Unknown 

BootId: 12"
Information,15/01/2023 18:53:34,Microsoft-Windows-Kernel-Power,566,(268),"The system session has transitioned from 78 to 79.

Reason SxTransition 

BootId: 12"
Information,15/01/2023 18:53:34,BTHUSB,18,None,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during start-up.
Information,15/01/2023 18:53:33,Netwtw10,7026,None,7026 - Dump after return from D3 after cmd
Information,15/01/2023 18:53:33,Netwtw10,7025,None,7025 - Dump after return from D3 before cmd 
Information,15/01/2023 18:53:33,Microsoft-Windows-Kernel-Power,130,(33),"Firmware S3 times. SuspendStart: 15364530, SuspendEnd: 15364532"
Information,15/01/2023 18:53:33,Microsoft-Windows-Kernel-Power,131,(33),"Firmware S3 times. ResumeCount: 12, FullResume: 2439, AverageResume: 2439"
Information,15/01/2023 18:53:33,Microsoft-Windows-Kernel-General,1,(5),"The system time has changed to ‎2023‎-‎01‎-‎15T18:53:33.500000000Z from ‎2023‎-‎01‎-‎15T18:44:59.570976200Z.
Time Delta: 513929 ms

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4).

RTC time: ‎2023‎-‎01‎-‎15T18:53:33.500000000Z
Current time zone bias: 0
RTC time is in UTC: false
System time was based on RTC time: false"
Information,15/01/2023 18:44:59,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,15/01/2023 18:44:58,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: System Idle"
Information,15/01/2023 18:44:52,Microsoft-Windows-Kernel-Power,566,(268),"The system session has transitioned from 76 to 78.

Reason SxTransition 

BootId: 12"
Information,15/01/2023 18:30:31,Microsoft-Windows-Kernel-Power,566,(268),"The system session has transitioned from 75 to 76.

Reason SessionUnlock 

BootId: 12"
Information,15/01/2023 18:29:33,e2fexpress,32,None,"The description for Event ID 32 from source e2fexpress cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Intel(R) Ethernet Controller (3) I225-V

The message resource is present but the message was not found in the message table
"
Information,15/01/2023 18:29:31,Microsoft-Windows-Power-Troubleshooter,1,None,"The system has returned from a low power state.

Sleep Time: ‎2023‎-‎01‎-‎15T17:49:27.980315400Z
Wake Time: ‎2023‎-‎01‎-‎15T18:29:30.342226800Z

Wake Source: Device -USB Composite Device"
Warning,15/01/2023 18:29:30,e2fexpress,27,None,"The description for Event ID 27 from source e2fexpress cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Intel(R) Ethernet Controller (3) I225-V

The message resource is present but the message was not found in the message table
"
Information,15/01/2023 18:29:30,Microsoft-Windows-Kernel-Power,566,(268),"The system session has transitioned from 73 to 75.

Reason Unknown 

BootId: 12"
Information,15/01/2023 18:29:30,Microsoft-Windows-Kernel-Power,566,(268),"The system session has transitioned from 72 to 73.

Reason SxTransition 

BootId: 12"
Information,15/01/2023 18:29:30,BTHUSB,18,None,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during start-up.
Information,15/01/2023 18:29:29,Netwtw10,7026,None,7026 - Dump after return from D3 after cmd
Information,15/01/2023 18:29:29,Netwtw10,7025,None,7025 - Dump after return from D3 before cmd 
Information,15/01/2023 18:29:29,Microsoft-Windows-Kernel-Power,130,(33),"Firmware S3 times. SuspendStart: 14440893, SuspendEnd: 14440895"
Information,15/01/2023 18:29:29,Microsoft-Windows-Kernel-Power,131,(33),"Firmware S3 times. ResumeCount: 11, FullResume: 2439, AverageResume: 2439"
Information,15/01/2023 18:29:29,Microsoft-Windows-Kernel-General,1,(5),"The system time has changed to ‎2023‎-‎01‎-‎15T18:29:29.500000000Z from ‎2023‎-‎01‎-‎15T17:49:35.428680300Z.
Time Delta: 2394071 ms

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4).

RTC time: ‎2023‎-‎01‎-‎15T18:29:29.500000000Z
Current time zone bias: 0
RTC time is in UTC: false
System time was based on RTC time: false"
Information,15/01/2023 17:49:35,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,15/01/2023 17:49:34,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: System Idle"
Information,15/01/2023 17:49:27,Microsoft-Windows-Kernel-Power,566,(268),"The system session has transitioned from 70 to 72.

Reason SxTransition 

BootId: 12"
Information,15/01/2023 17:35:07,Microsoft-Windows-Kernel-Power,566,(268),"The system session has transitioned from 69 to 70.

Reason SessionUnlock 

BootId: 12"
Information,15/01/2023 17:34:09,e2fexpress,32,None,"The description for Event ID 32 from source e2fexpress cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Intel(R) Ethernet Controller (3) I225-V

The message resource is present but the message was not found in the message table
"
Information,15/01/2023 17:34:07,Microsoft-Windows-Power-Troubleshooter,1,None,"The system has returned from a low power state.

Sleep Time: ‎2023‎-‎01‎-‎15T16:34:37.696371200Z
Wake Time: ‎2023‎-‎01‎-‎15T17:34:06.334836300Z

Wake Source: Device -USB Composite Device"
Warning,15/01/2023 17:34:06,e2fexpress,27,None,"The description for Event ID 27 from source e2fexpress cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Intel(R) Ethernet Controller (3) I225-V

The message resource is present but the message was not found in the message table
"
Information,15/01/2023 17:34:06,Microsoft-Windows-Kernel-Power,566,(268),"The system session has transitioned from 67 to 69.

Reason Unknown 

BootId: 12"
Information,15/01/2023 17:34:06,Microsoft-Windows-Kernel-Power,566,(268),"The system session has transitioned from 66 to 67.

Reason SxTransition 

BootId: 12"
Information,15/01/2023 17:34:06,BTHUSB,18,None,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during start-up.
Information,15/01/2023 17:34:05,Netwtw10,7026,None,7026 - Dump after return from D3 after cmd
Information,15/01/2023 17:34:05,Netwtw10,7025,None,7025 - Dump after return from D3 before cmd 
Information,15/01/2023 17:34:05,Microsoft-Windows-Kernel-Power,130,(33),"Firmware S3 times. SuspendStart: 13517419, SuspendEnd: 13517420"
Information,15/01/2023 17:34:05,Microsoft-Windows-Kernel-Power,131,(33),"Firmware S3 times. ResumeCount: 10, FullResume: 2439, AverageResume: 2439"
Information,15/01/2023 17:34:05,Microsoft-Windows-Kernel-General,1,(5),"The system time has changed to ‎2023‎-‎01‎-‎15T17:34:05.500000000Z from ‎2023‎-‎01‎-‎15T16:34:45.204077800Z.
Time Delta: 3560295 ms

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4).

RTC time: ‎2023‎-‎01‎-‎15T17:34:05.500000000Z
Current time zone bias: 0
RTC time is in UTC: false
System time was based on RTC time: false"
Information,15/01/2023 16:34:45,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,15/01/2023 16:34:43,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: System Idle"
Information,15/01/2023 16:34:37,Microsoft-Windows-Kernel-Power,566,(268),"The system session has transitioned from 64 to 66.

Reason SxTransition 

BootId: 12"
Information,15/01/2023 16:20:17,Microsoft-Windows-Kernel-Power,566,(268),"The system session has transitioned from 63 to 64.

Reason SessionUnlock 

BootId: 12"
Information,15/01/2023 16:19:19,e2fexpress,32,None,"The description for Event ID 32 from source e2fexpress cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Intel(R) Ethernet Controller (3) I225-V

The message resource is present but the message was not found in the message table
"
